"","X.x","album_ids","track","track_id","runtime","year","title","category","album","artist","large_image","med_image","small_image","X.y","lyrics"
"276",274,"1BZoqf8Zje5nGdwZhOjAtD","When It Hurts so Bad","3CNSWn2mISh7Ll3yJQbVEw",342200,1998,"41st Annual GRAMMY Awards  (1998)","Album Of The Year","The Miseducation Of Lauryn Hill","Lauryn Hill","https://i.scdn.co/image/ab67616d0000b273e08b1250db5f75643f1508c9","https://i.scdn.co/image/ab67616d00001e02e08b1250db5f75643f1508c9","https://i.scdn.co/image/ab67616d00004851e08b1250db5f75643f1508c9",274,"When it hurts so bad (when it hurts so bad)
When it hurts so bad (when it hurts so bad)
Why's it feel so good? (when it hurts so bad)
(When it hurts so bad)
When it hurts so bad (when it hurts so bad)
When it hurts so bad (when it hurts so bad)
Why's it feel so good? (when it hurts so bad)
(When it hurts so bad)
I loved real real hard once
But the love wasn't returned
Found out the man i'd die for
He wasn't even concerned
I tried, and i tried, and i tried
To keep him in my life (to keep him in my life)
I cried, and i cried, and i cried
But i couldn't make it right
But i, i loved the young man
And if you ever been in love
Then you'd understand
That what you want might make you cry
What you need might pass you by
If you don't catch it (if you don't catch it)
(If you don't catch it)
...

******* This Lyrics is NOT for Commercial use *******"
"277",275,"1BZoqf8Zje5nGdwZhOjAtD","I Used to Love Him (feat. Mary J. Blige)","3IRdgbdqDcmJBIa6TY2mKX",339866,1998,"41st Annual GRAMMY Awards  (1998)","Album Of The Year","The Miseducation Of Lauryn Hill","Lauryn Hill","https://i.scdn.co/image/ab67616d0000b273e08b1250db5f75643f1508c9","https://i.scdn.co/image/ab67616d00001e02e08b1250db5f75643f1508c9","https://i.scdn.co/image/ab67616d00004851e08b1250db5f75643f1508c9",275,"Now I don't, I used to
Love him, now I don't, now I don't

As I look at what I've done, the type of life that I've lived
How many things I pray the Father will forgive
One situation involved a young man
He was the ocean and I was the sand
He stole my heart like a thief in the night
Dulled my senses and blurred my sight

And I used to love him but now I don't
I used to love him but now I don't

I chose the road of passion and pain
Sacrificed too much and waited in vain
Gave up my power, ceased being queen
Addicted to love like the drug of, drug of a fiend
See, torn and confused, wasted and used
Reached the crossroad, which path would I choose?
...

******* This Lyrics is NOT for Commercial use *******"
"278",276,"1BZoqf8Zje5nGdwZhOjAtD","Forgive Them Father","2RPhXg9D4JOkryUznL0aaB",315293,1998,"41st Annual GRAMMY Awards  (1998)","Album Of The Year","The Miseducation Of Lauryn Hill","Lauryn Hill","https://i.scdn.co/image/ab67616d0000b273e08b1250db5f75643f1508c9","https://i.scdn.co/image/ab67616d00001e02e08b1250db5f75643f1508c9","https://i.scdn.co/image/ab67616d00004851e08b1250db5f75643f1508c9",276,"Forgive us our trespasses as we forgive those that trespass against us
Although them again we will never, never, never trust

Dem now, know weh dem do, dig out yuh yei while dem sticking like glue
Fling, skind, grin while dem plotting fah you
True, Ah Who?

Forgive them Father for they know not what they do
Forgive them Father for they know not what they do

Beware the false motives of others
Be careful of those who pretend to be brothers
And you never suppose it's those who are closest to you, to you
They say all the right things to gain their position
Then use your kindness as their ammunition
To shoot you down in the name of ambition, they do

Forgive them Father for they know not what they do
Forgive them Father for they know not what they do

Why every Indian wanna be the chief?
Feed a man 'til he's full and he still want beef
Give me grief, try to tief off my piece
...

******* This Lyrics is NOT for Commercial use *******"
"279",277,"1BZoqf8Zje5nGdwZhOjAtD","Every Ghetto, Every City","6ioEEcJzOpLyIO6Dgn1RYS",314706,1998,"41st Annual GRAMMY Awards  (1998)","Album Of The Year","The Miseducation Of Lauryn Hill","Lauryn Hill","https://i.scdn.co/image/ab67616d0000b273e08b1250db5f75643f1508c9","https://i.scdn.co/image/ab67616d00001e02e08b1250db5f75643f1508c9","https://i.scdn.co/image/ab67616d00004851e08b1250db5f75643f1508c9",277,"I was just a little girl, skinny legs, a press and curl
My mother always thought I'd be a star
But way before the record deal
Streets that nurtured Lauryn Hill
Made sure that I'd never go too far

Every ghetto, every city and suburban place I've been
Make me recall my days in the New Jerusalem

Story starts at Hootaville, grew up next to Ivy Hill
When kids were stealin' quarter bills for fun
'Til the guy in Carter Park
Rode a mongoose 'til it's dark
Watchin' kids show off the stolen ones

Every ghetto, every city and suburban place I've been
Make me recall my days in the New Jerusalem

You know it's hot, don't forget what you've got
Lookin' back, lookin' back, lookin' back, lookin' back
You know it's hot, don't forget what you've got
Lookin' back, lookin' back, lookin' back, lookin' back

Bag of Bontons, twenty cents and a nickel
Springfield Ave. had the best popsicles
...

******* This Lyrics is NOT for Commercial use *******"
"280",278,"1BZoqf8Zje5nGdwZhOjAtD","Nothing Even Matters (feat. D'Angelo)","1Q0lOGB52skgfzdcq233vs",350533,1998,"41st Annual GRAMMY Awards  (1998)","Album Of The Year","The Miseducation Of Lauryn Hill","Lauryn Hill","https://i.scdn.co/image/ab67616d0000b273e08b1250db5f75643f1508c9","https://i.scdn.co/image/ab67616d00001e02e08b1250db5f75643f1508c9","https://i.scdn.co/image/ab67616d00004851e08b1250db5f75643f1508c9",278,"Now the skies could fall
Not even if my boss should call
The world it seems so very small
Cause nothing even matters, at all
See nothing even matters
See nothing even matters at all
Nothing even matters
Nothing even matters at all
See I don't need no alcohol
Your love makes me feel ten feet tall
Without it I'd go through withdrawal
Cause nothing even matters, at all
Nothing even matters
Nothing even matters at all
Nothing even matters
No-thing matters at all
These buildings could drift out to sea
...

******* This Lyrics is NOT for Commercial use *******"
"281",279,"1BZoqf8Zje5nGdwZhOjAtD","Everything Is Everything","7t86fVeDAd63ThaR0ZkxXS",293266,1998,"41st Annual GRAMMY Awards  (1998)","Album Of The Year","The Miseducation Of Lauryn Hill","Lauryn Hill","https://i.scdn.co/image/ab67616d0000b273e08b1250db5f75643f1508c9","https://i.scdn.co/image/ab67616d00001e02e08b1250db5f75643f1508c9","https://i.scdn.co/image/ab67616d00004851e08b1250db5f75643f1508c9",279,"Everything is everything
What is meant to be, will be
After winter, must come spring
Change, it comes eventually

Everything is everything
What is meant to be, will be
After winter, must come spring
Change, it comes eventually

I wrote these words for everyone
Who struggles in their youth
Who won't accept deception
Instead of what is truth
It seems we lose the game
Before we even start to play
Who made these rules? We're so confused
Easily led astray
Let me tell ya that

Everything is everything
Everything is everything
After winter, must come spring
Everything is everything

Our philosophy
...

******* This Lyrics is NOT for Commercial use *******"
"282",280,"1BZoqf8Zje5nGdwZhOjAtD","The Miseducation of Lauryn Hill","12Y1GaS44vga0G3rUtjFAY",235466,1998,"41st Annual GRAMMY Awards  (1998)","Album Of The Year","The Miseducation Of Lauryn Hill","Lauryn Hill","https://i.scdn.co/image/ab67616d0000b273e08b1250db5f75643f1508c9","https://i.scdn.co/image/ab67616d00001e02e08b1250db5f75643f1508c9","https://i.scdn.co/image/ab67616d00004851e08b1250db5f75643f1508c9",280,"My world it moves so fast today
The past it seems so far away
And life squeezes, so tightly that I can't breathe

And every time I've tried to be
What someone else thought of me
So caught up I wasn't able to achieve

But deep in my heart
The answer, it was in me
And I made up my mind
...

******* This Lyrics is NOT for Commercial use *******"
"283",281,"1BZoqf8Zje5nGdwZhOjAtD","Can't Take My Eyes Off of You - (I Love You Baby)","2GFExyKXf9383tSRSrEHEt",221466,1998,"41st Annual GRAMMY Awards  (1998)","Album Of The Year","The Miseducation Of Lauryn Hill","Lauryn Hill","https://i.scdn.co/image/ab67616d0000b273e08b1250db5f75643f1508c9","https://i.scdn.co/image/ab67616d00001e02e08b1250db5f75643f1508c9","https://i.scdn.co/image/ab67616d00004851e08b1250db5f75643f1508c9",281,"You're just too good to be true
Can't take my eyes off you
You'd be like heaven to touch (Heaven to touch)
I wanna hold you so much (Hold you so much)
At long last, love has arrived
And I thank God I'm alive
You're just too good to be true
Can't take my eyes off you

Pardon the way that I stare (The way that I stare)
There's nothing else to compare
The sight of you leaves me weak
There are no words left to speak (Words left to speak)
But if you feel like I feel
Please, let me know that it's real
You're just too good to be true
...

******* This Lyrics is NOT for Commercial use *******"
"284",282,"1BZoqf8Zje5nGdwZhOjAtD","Tell Him","7iCs98iS5n6KCI4q3H7zp9",280760,1998,"41st Annual GRAMMY Awards  (1998)","Album Of The Year","The Miseducation Of Lauryn Hill","Lauryn Hill","https://i.scdn.co/image/ab67616d0000b273e08b1250db5f75643f1508c9","https://i.scdn.co/image/ab67616d00001e02e08b1250db5f75643f1508c9","https://i.scdn.co/image/ab67616d00004851e08b1250db5f75643f1508c9",282,"Yo'
Tell him
It's like uhh
You know uhh
Sweet, sweet
Sweet (Tell him)

Let me be patient, let me be kind
Make me unselfish without being blind
Though I may suffer, I'll envy it not
And endure what comes
'Cause he's all that I got

And tell him
Tell him I need him
Tell him I love him
And it'll be alright (It'll be alright)
And tell him, tell him I need him (Tell him)
Tell him I love him (Be alright)
It'll be alright (Be alright)

Now I may have faith
...

******* This Lyrics is NOT for Commercial use *******"
"285",283,"185DHT5SvszXRrezx3lOjt","Love Sick","3O1hpSOaJDW4SelgUG2XT3",320866,1997,"40th Annual GRAMMY Awards  (1997)","Album Of The Year","Time Out Of Mind","Bob Dylan","https://i.scdn.co/image/ab67616d0000b273fa4240ed863bbd8bec6e9c34","https://i.scdn.co/image/ab67616d00001e02fa4240ed863bbd8bec6e9c34","https://i.scdn.co/image/ab67616d00004851fa4240ed863bbd8bec6e9c34",283,"I'm walkin'
Through streets that are dead
Walkin'
Walkin' with you in my head
My feet are so tired
My brain is so wired
And the clouds are weepin'

Did I
Hear someone tell a lie?
Did I
Hear someone's distant cry?
I spoke like a child
You destroyed me with a smile
While I was sleepin'

I'm sick of love
That I'm in the thick of it
...

******* This Lyrics is NOT for Commercial use *******"
"286",284,"185DHT5SvszXRrezx3lOjt","Dirt Road Blues","5xNE6bGRS65lxMEBIl6xbT",214800,1997,"40th Annual GRAMMY Awards  (1997)","Album Of The Year","Time Out Of Mind","Bob Dylan","https://i.scdn.co/image/ab67616d0000b273fa4240ed863bbd8bec6e9c34","https://i.scdn.co/image/ab67616d00001e02fa4240ed863bbd8bec6e9c34","https://i.scdn.co/image/ab67616d00004851fa4240ed863bbd8bec6e9c34",284,"Gonna walk down that dirt road 'til someone will let me ride
Gonna walk down that dirt road 'til someone will let me ride
If I can't find my baby I'm gonna run away and hide
Well, I been pacing round the room, hoping maybe she come back
Pacing round the room, hoping maybe she come back
Well, I been praying for salvation
...

******* This Lyrics is NOT for Commercial use *******"
"287",285,"185DHT5SvszXRrezx3lOjt","Standing in the Doorway","2xalFZmyjleCTdhKPxqzdh",462000,1997,"40th Annual GRAMMY Awards  (1997)","Album Of The Year","Time Out Of Mind","Bob Dylan","https://i.scdn.co/image/ab67616d0000b273fa4240ed863bbd8bec6e9c34","https://i.scdn.co/image/ab67616d00001e02fa4240ed863bbd8bec6e9c34","https://i.scdn.co/image/ab67616d00004851fa4240ed863bbd8bec6e9c34",285,"I've been walking through the Summer nights
The jukebox playing low
Yesterday everything was going too fast
Today it's moving too slow

I've got no place left to turn
I've got nothing left to burn

I don't know if I saw you
If I would kiss you or kill you
It probably wouldn't matter to you anyhow
You left me standing in the doorway crying
I got nothing to go back to now

The light in this place is so bad
Making me sick in the head
All the laughter is just making me sad
The stars have turned cherry red

I'm strumming on my gay guitar
Smoking a cheap cigar

...

******* This Lyrics is NOT for Commercial use *******"
"288",286,"185DHT5SvszXRrezx3lOjt","Million Miles","4VrZjVEmT5qQnkCOtMWZ9b",352040,1997,"40th Annual GRAMMY Awards  (1997)","Album Of The Year","Time Out Of Mind","Bob Dylan","https://i.scdn.co/image/ab67616d0000b273fa4240ed863bbd8bec6e9c34","https://i.scdn.co/image/ab67616d00001e02fa4240ed863bbd8bec6e9c34","https://i.scdn.co/image/ab67616d00004851fa4240ed863bbd8bec6e9c34",286,"You took a part of me that I really miss
I keep asking myself how long it can go on like this
You told yourself a lie; that's all right mama, I told myself one too
I'm trying to get closer but I'm still a million miles from you

You took the silver, you took the gold
You left me standing out in the cold
People ask about you; I didn't tell them everything I knew
Well I'm trying to get closer, but I'm still a million miles from you

I'm drifting in and out of dreamless sleep
Throwing all my memories in a ditch so deep
Did so many things I never did intend to do
...

******* This Lyrics is NOT for Commercial use *******"
"289",287,"185DHT5SvszXRrezx3lOjt","Trying to Get to Heaven","0dgdP5q0irOwAn7hEvEep1",320706,1997,"40th Annual GRAMMY Awards  (1997)","Album Of The Year","Time Out Of Mind","Bob Dylan","https://i.scdn.co/image/ab67616d0000b273fa4240ed863bbd8bec6e9c34","https://i.scdn.co/image/ab67616d00001e02fa4240ed863bbd8bec6e9c34","https://i.scdn.co/image/ab67616d00004851fa4240ed863bbd8bec6e9c34",287,"The air is getting hotter
There's a rumbling in the skies
I've been wading through the high muddy water
With the heat rising in my eyes

Everyday your memory grows dimmer
It doesn't haunt me like it did before
I've been walking through the middle of nowhere
Trying to get to Heaven before they close the door

When I was in Missouri
They would not let me be
I had to leave there in a hurry
I only saw what they let me see

You broke a heart that loved you
...

******* This Lyrics is NOT for Commercial use *******"
"290",288,"185DHT5SvszXRrezx3lOjt","Til I Fell in Love with You","7vAkFzx16TtzQrQFDxZr7v",315426,1997,"40th Annual GRAMMY Awards  (1997)","Album Of The Year","Time Out Of Mind","Bob Dylan","https://i.scdn.co/image/ab67616d0000b273fa4240ed863bbd8bec6e9c34","https://i.scdn.co/image/ab67616d00001e02fa4240ed863bbd8bec6e9c34","https://i.scdn.co/image/ab67616d00004851fa4240ed863bbd8bec6e9c34",288,"Well, my nerves are exploding
And my body's tense
I feel like the whole world
Got me pinned up against the fence

I've been hit too hard
I've seen too much
Nothing can heal me now
But your touch

I Just don't know what I'm gonna do
I was alright 'til I fell in love with you

Well, my house is on fire
Burning to the sky
Well, I thought it would rain
But the clouds passed by

Now I feel like I'm coming
To the end of my way
But I know God is my shield
...

******* This Lyrics is NOT for Commercial use *******"
"291",289,"185DHT5SvszXRrezx3lOjt","Not Dark Yet","1qbn6QrHG8XfnqVFKgNzKP",387733,1997,"40th Annual GRAMMY Awards  (1997)","Album Of The Year","Time Out Of Mind","Bob Dylan","https://i.scdn.co/image/ab67616d0000b273fa4240ed863bbd8bec6e9c34","https://i.scdn.co/image/ab67616d00001e02fa4240ed863bbd8bec6e9c34","https://i.scdn.co/image/ab67616d00004851fa4240ed863bbd8bec6e9c34",289,"Shadows are fallin' and I've been here all day
It's too hot to sleep and time is runnin' away
Feel like my soul has turned into steel
I've still got the scars that the sun didn't heal
There's not even room enough to be anywhere
It's not dark yet but it's gettin' there

Well, my sense of humanity has gone down the drain
Behind every beautiful thing there's been some kind of pain
...

******* This Lyrics is NOT for Commercial use *******"
"292",290,"185DHT5SvszXRrezx3lOjt","Cold Irons Bound","2QCJcmHByVdv7d5MrGPV63",434360,1997,"40th Annual GRAMMY Awards  (1997)","Album Of The Year","Time Out Of Mind","Bob Dylan","https://i.scdn.co/image/ab67616d0000b273fa4240ed863bbd8bec6e9c34","https://i.scdn.co/image/ab67616d00001e02fa4240ed863bbd8bec6e9c34","https://i.scdn.co/image/ab67616d00004851fa4240ed863bbd8bec6e9c34",290,"I'm beginning to hear voices and there's no one around
Well, I'm all used up and the fields have turned brown
I went to church on Sunday and she passed by
My love for her is taking such a long time to die

I'm waist deep, waist deep in the mist
It's almost like, almost like I don't exist
I'm twenty miles out of town in cold irons bound

The walls of pride are high and wide
Can't see over to the other side
It's such a sad thing to see beauty decay
...

******* This Lyrics is NOT for Commercial use *******"
"293",291,"185DHT5SvszXRrezx3lOjt","Make You Feel My Love","6rfGPGghQL7SJmZPXprXIc",211000,1997,"40th Annual GRAMMY Awards  (1997)","Album Of The Year","Time Out Of Mind","Bob Dylan","https://i.scdn.co/image/ab67616d0000b273fa4240ed863bbd8bec6e9c34","https://i.scdn.co/image/ab67616d00001e02fa4240ed863bbd8bec6e9c34","https://i.scdn.co/image/ab67616d00004851fa4240ed863bbd8bec6e9c34",291,"When the rain is blowing in your face
And the whole world is on your case
I could offer you a warm embrace
To make you feel my love

When the evening shadows and the stars appear
And there is no one there to dry your tears
I could hold you for a million years
To make you feel my love

...

******* This Lyrics is NOT for Commercial use *******"
"294",292,"185DHT5SvszXRrezx3lOjt","Can't Wait","66AgNVlgzGwfFZ6cCDfHw4",346226,1997,"40th Annual GRAMMY Awards  (1997)","Album Of The Year","Time Out Of Mind","Bob Dylan","https://i.scdn.co/image/ab67616d0000b273fa4240ed863bbd8bec6e9c34","https://i.scdn.co/image/ab67616d00001e02fa4240ed863bbd8bec6e9c34","https://i.scdn.co/image/ab67616d00004851fa4240ed863bbd8bec6e9c34",292,"I can't wait
Wait for you to change your mind
It's late
I'm trying to walk the line

Well, it's way past midnight and there's people all around
Some on their way up, some on their way down
The air burns and I'm trying to think straight
And I don't know how much longer I can wait

I'm your man
I'm trying to recover the sweet love that we knew
You understand .
That my heart can't go on beating without you

...

******* This Lyrics is NOT for Commercial use *******"
"295",293,"185DHT5SvszXRrezx3lOjt","Highlands","1KeOceXRwh3e7qHa00jszs",991466,1997,"40th Annual GRAMMY Awards  (1997)","Album Of The Year","Time Out Of Mind","Bob Dylan","https://i.scdn.co/image/ab67616d0000b273fa4240ed863bbd8bec6e9c34","https://i.scdn.co/image/ab67616d00001e02fa4240ed863bbd8bec6e9c34","https://i.scdn.co/image/ab67616d00004851fa4240ed863bbd8bec6e9c34",293,"Well my heart's in the Highlands, gentle and fair
Honeysuckle blooming in the wildwood air
Bluebelles blazing where the Aberdeen waters flow
Well my heart's in the Highland
I'm gonna go there when I feel good enough to go

Windows were shakin' all night in my dreams
Everything was exactly the way that it seems
Woke up this morning and I looked at the same old page
Same ol' rat race
Life in the same ol' cage

I don't want nothing from anyone, ain't that much to take
Wouldn't know the difference between a real blonde and a fake
Feel like a prisoner in a world of mystery
I wish someone would come
And push back the clock for me

Well, my heart's in the Highlands wherever I roam
That's where I'll be when I get called home
The wind, it whispers to the buckeye trees in rhyme
Well my heart's in the Highland
I can only get there one step at a time

I'm listening to, I gotta turn up the sound
Someone's always yelling, [""Turn it down!""]
Feel like I'm drifting
Drifting from scene the scene
I'm wondering what in the devil could it all possibly mean?

Insanity is smashing up against my soul
You can say I was on anything but a roll
If I had a conscience, well I just might blow my top
What would I do with it anyway?
Maybe take it to the pawn shop

My heart's in the Highlands at the break of dawn
By the beautiful lake of the Black Swan
Big white clouds, like chariots that swing down low
...

******* This Lyrics is NOT for Commercial use *******"
"296",294,"2vk0n8aeQSO74VtQBbNDPR","It's All Coming Back to Me Now","5EQzuYfTZt7B2LqlvTF49l",456866,1996,"39th Annual GRAMMY Awards  (1996)","Album Of The Year","Falling Into You","Celine Dion","https://i.scdn.co/image/ab67616d0000b273a78dd7478332da7edf61863e","https://i.scdn.co/image/ab67616d00001e02a78dd7478332da7edf61863e","https://i.scdn.co/image/ab67616d00004851a78dd7478332da7edf61863e",294,"There were nights when the wind was so cold
That my body froze in bed
If I just listened to it right outside the window
There were days when the sun was so cruel
That all the tears turned to dust
And I just knew my eyes were drying up forever
I finished crying in the instant that you left
And I can't remember where or when or how
And I banished every memory you and I had ever made

But when you touch me like this
And you hold me like that
I just have to admit
That it's all coming back to me
When I touch you like this
And I hold you like that
It's so hard to believe but
It's all coming back to me
It's all coming back
It's all coming back to me now
There were moments of gold
And there were flashes of light
There were things I'd never do again
But then they'd always seemed right
There were nights of endless pleasure
It was more than any laws allow

Baby, baby
If I kiss you like this
And if you whisper like that
It was lost long ago
But it's all coming back to me
If you want me like this
And if you need me like that
It was dead long ago
...

******* This Lyrics is NOT for Commercial use *******"
"297",295,"2vk0n8aeQSO74VtQBbNDPR","Because You Loved Me (Theme from ""Up Close and Personal"")","28UMiBhn383n9S7GL4tsxD",273666,1996,"39th Annual GRAMMY Awards  (1996)","Album Of The Year","Falling Into You","Celine Dion","https://i.scdn.co/image/ab67616d0000b273a78dd7478332da7edf61863e","https://i.scdn.co/image/ab67616d00001e02a78dd7478332da7edf61863e","https://i.scdn.co/image/ab67616d00004851a78dd7478332da7edf61863e",295,"For all those times you stood by me
For all the truth that you made me see
For all the joy you brought to my life
For all the wrong that you made right
For every dream you made come true
For all the love I found in you
I'll be forever thankful, baby

You're the one who held me up, never let me fall
You're the one who saw me through, through it all

You were my strength when I was weak
You were my voice when I couldn't speak
You were my eyes when I couldn't see
You saw the best there was in me
Lifted me up when I couldn't reach
You gave me faith 'cause you believed
I'm everything I am, because you loved me, ooh, baby

You gave me wings and made me fly
You touched my hand, I could touch the sky
I lost my faith, you gave it back to me
...

******* This Lyrics is NOT for Commercial use *******"
"298",296,"2vk0n8aeQSO74VtQBbNDPR","Falling Into You","7KWMxUH7lORLTob6aMpXBU",258240,1996,"39th Annual GRAMMY Awards  (1996)","Album Of The Year","Falling Into You","Celine Dion","https://i.scdn.co/image/ab67616d0000b273a78dd7478332da7edf61863e","https://i.scdn.co/image/ab67616d00001e02a78dd7478332da7edf61863e","https://i.scdn.co/image/ab67616d00004851a78dd7478332da7edf61863e",296,"And in your eyes I see ribbons of color
I see us inside of each other
I feel my unconscious merge with yours
And I hear a voice say, ""What's his is hers""

I'm falling into you (Falling into you)
This dream could come true
And it feels so good (Falling into you)
Falling into you

I was afraid (I was afraid)
To let you in here
Now I have learned
Love can't be made in fear
The walls begin to tumble down
And I can't even see the ground
...

******* This Lyrics is NOT for Commercial use *******"
"299",297,"2vk0n8aeQSO74VtQBbNDPR","Make You Happy","4YenwP7sh9N4jIb6YP7dEB",271226,1996,"39th Annual GRAMMY Awards  (1996)","Album Of The Year","Falling Into You","Celine Dion","https://i.scdn.co/image/ab67616d0000b273a78dd7478332da7edf61863e","https://i.scdn.co/image/ab67616d00001e02a78dd7478332da7edf61863e","https://i.scdn.co/image/ab67616d00004851a78dd7478332da7edf61863e",297,"No more sadness
I wanna be the one to make you happy
I wanna be the one to give you hope
But in these days of conscious living
We've got to take it slow
You can't be sure of who you've met
You just don't know what you might get
'Cause in these crazy times we're living,
Love can turn into regret

But you, could be the one to change my point of view
It's all up to you,

Give you love without the pain
Show you light beyond the rain
Gonna make you happy
Gonna make you happy now
There'll be days when things go wrong
I'll be there to make you strong
Gonna make you happy
Gonna make you happy

I wanna find a place where dreams can happen
I wanna find a love who'll take me there
And in your eyes I see a vision
That makes me want to care
And if two people both agree
...

******* This Lyrics is NOT for Commercial use *******"
"300",298,"2vk0n8aeQSO74VtQBbNDPR","Seduces Me","2AOQu67ykWymbJyompxTJ2",226306,1996,"39th Annual GRAMMY Awards  (1996)","Album Of The Year","Falling Into You","Celine Dion","https://i.scdn.co/image/ab67616d0000b273a78dd7478332da7edf61863e","https://i.scdn.co/image/ab67616d00001e02a78dd7478332da7edf61863e","https://i.scdn.co/image/ab67616d00004851a78dd7478332da7edf61863e",298,"Everything you are
Everything you'll be
Touches the currant of love
So deep in me
Every sigh in the night
Every tear that you cry
Seduces me

And all that I am
And all that I'll be
Means nothing at all
If you can't be with me
Your most innocent kiss
...

******* This Lyrics is NOT for Commercial use *******"
"301",299,"2vk0n8aeQSO74VtQBbNDPR","All By Myself","0gsl92EMIScPGV1AU35nuD",312306,1996,"39th Annual GRAMMY Awards  (1996)","Album Of The Year","Falling Into You","Celine Dion","https://i.scdn.co/image/ab67616d0000b273a78dd7478332da7edf61863e","https://i.scdn.co/image/ab67616d00001e02a78dd7478332da7edf61863e","https://i.scdn.co/image/ab67616d00004851a78dd7478332da7edf61863e",299,"When I was young
I never needed anyone
And making love was just for fun

Those days are gone
Living alone
I think of all the friends I've known
When I dial the telephone
Nobody's home

All by myself
Don't wanna be
All by myself
Anymore

Hard to be sure
Sometimes I feel so insecure
...

******* This Lyrics is NOT for Commercial use *******"
"302",300,"2vk0n8aeQSO74VtQBbNDPR","Declaration Of Love","29002jpB0oFhkxzbL7rW8e",260533,1996,"39th Annual GRAMMY Awards  (1996)","Album Of The Year","Falling Into You","Celine Dion","https://i.scdn.co/image/ab67616d0000b273a78dd7478332da7edf61863e","https://i.scdn.co/image/ab67616d00001e02a78dd7478332da7edf61863e","https://i.scdn.co/image/ab67616d00004851a78dd7478332da7edf61863e",300,"Come on, wow

You are my knight in armor, the hero of my heart
When you smile at me I see a true world go up
The river is getting deep, believe it
You're all these arms of mine wanna hold
All wrapped up with a river
Baby, i'm giving you this heart of gold

So listen up, it's you I trust
I feel magic every time that we touch
I pledge allegiance to the heavens above
Tonight to you, baby I make my declaration of love
Hey of love

Just like Juliette belonged to Romeo
You can stay prepared that I won't be letting you go
In the heat of the night, so right
You taste my sweetness on your lips
I'll make it better than you ever dreamed
...

******* This Lyrics is NOT for Commercial use *******"
"303",301,"2vk0n8aeQSO74VtQBbNDPR","(You Make Me Feel Like) A Natural Woman","6yfx76QsLGsfkaPoCFliZ5",220893,1996,"39th Annual GRAMMY Awards  (1996)","Album Of The Year","Falling Into You","Celine Dion","https://i.scdn.co/image/ab67616d0000b273a78dd7478332da7edf61863e","https://i.scdn.co/image/ab67616d00001e02a78dd7478332da7edf61863e","https://i.scdn.co/image/ab67616d00004851a78dd7478332da7edf61863e",301,"Lookin' out on the mornin' rain
I used to feel uninspired (Ah-whoo)
And when I knew I had to face another day (Ah-whoo)
Oh it made me feel so tired

Before the day I met you
Life was so unkind
But your the key to my peace of mind

'Cause you make me feel
You make me feel
You make me feel, like a natural woman (Ah-whoo)

When my soul was in the lost and found (Ah-whoo)
...

******* This Lyrics is NOT for Commercial use *******"
"304",302,"2vk0n8aeQSO74VtQBbNDPR","Dreamin' Of You","6Ku1myU5FfKc2zKERF9p9I",307733,1996,"39th Annual GRAMMY Awards  (1996)","Album Of The Year","Falling Into You","Celine Dion","https://i.scdn.co/image/ab67616d0000b273a78dd7478332da7edf61863e","https://i.scdn.co/image/ab67616d00001e02a78dd7478332da7edf61863e","https://i.scdn.co/image/ab67616d00004851a78dd7478332da7edf61863e",302,"Lyin' in my bed, thoughts in my head
Visions of you but I can't get through the night
So pick up the phone, I know you're home
You're playin' with my heart and you know that it just ain't right

It's just a game of love, love, love
And even though it's hard baby
I can never give you up

You're the one I'm dreamin' of
I can't live without your love tonight
And it's you that I adore
You're the one that I live for inside
Of you, I'm dreamin' of you

So I get in the car but I didn't get far
...

******* This Lyrics is NOT for Commercial use *******"
"305",303,"2vk0n8aeQSO74VtQBbNDPR","I Love You","7hyFKrPZo1Zv4D35MpTBdr",330200,1996,"39th Annual GRAMMY Awards  (1996)","Album Of The Year","Falling Into You","Celine Dion","https://i.scdn.co/image/ab67616d0000b273a78dd7478332da7edf61863e","https://i.scdn.co/image/ab67616d00001e02a78dd7478332da7edf61863e","https://i.scdn.co/image/ab67616d00004851a78dd7478332da7edf61863e",303,"I must be crazy now
Maybe I dream too much
But when I think of you
I long to feel your touch

To whisper in your ear
Words that are old as time
Words only you would hear
If only you were mine

I wish I could go back to the very first day I saw you
Should've made my move when you looked in my eyes
Cause by now I know that you'd feel the way that I do
And I'd whisper these words as you'd lie here by my side
I love you
Please say you love me too
These three words
They could change our lives forever

And I promise you that we will always be together
Till the end of time
...
So today I finally find
...

******* This Lyrics is NOT for Commercial use *******"
