"","X.x","album_ids","track","track_id","runtime","year","title","category","album","artist","large_image","med_image","small_image","X.y","lyrics"
"1",1,"0S0KGZnfBGSIssfF54WSJh","!!!!!!!","0rQtoQXQfwpDW0c7Fw1NeM",13578,2019,"62nd Annual GRAMMY Awards  (2019)","Album Of The Year","When We All Fall Asleep, Where Do We Go?","Billie Eilish","https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce","https://i.scdn.co/image/ab67616d00001e0250a3147b4edd7701a876c6ce","https://i.scdn.co/image/ab67616d0000485150a3147b4edd7701a876c6ce",1,"Wait a minute, let me finish
I know you don't care
But can you listen?
I came committed, guess I overdid it
Wore my heart out on a chain
Around my neck, but now it's missing, hmm

Da-da-da-da-da-da-da
Da-da-da-da-da-da-da

So I think I better go
I never really know how to please you
You're lookin' at me like I'm see-through
I guess I'm gonna go
...

******* This Lyrics is NOT for Commercial use *******"
"2",2,"0S0KGZnfBGSIssfF54WSJh","bad guy","2Fxmhks0bxGSBdJ92vM42m",194087,2019,"62nd Annual GRAMMY Awards  (2019)","Album Of The Year","When We All Fall Asleep, Where Do We Go?","Billie Eilish","https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce","https://i.scdn.co/image/ab67616d00001e0250a3147b4edd7701a876c6ce","https://i.scdn.co/image/ab67616d0000485150a3147b4edd7701a876c6ce",2,"White shirt now red, my bloody nose
Sleepin', you're on your tippy toes
Creepin' around like no one knows
Think you're so criminal

Bruises on both my knees for you
Don't say thank you or please
I do what I want when I'm wanting to
My soul, so cynical

So you're a tough guy
Like it really rough guy
Just can't get enough guy
Chest always so puffed guy
I'm that bad type
Make your mama sad type
Make your girlfriend mad tight
Might seduce your dad type
I'm the bad guy, duh
...

******* This Lyrics is NOT for Commercial use *******"
"3",3,"0S0KGZnfBGSIssfF54WSJh","xanny","4QIo4oxwzzafcBWkKjDpXY",243725,2019,"62nd Annual GRAMMY Awards  (2019)","Album Of The Year","When We All Fall Asleep, Where Do We Go?","Billie Eilish","https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce","https://i.scdn.co/image/ab67616d00001e0250a3147b4edd7701a876c6ce","https://i.scdn.co/image/ab67616d0000485150a3147b4edd7701a876c6ce",3,"What is it about them?
I must be missing something
They just keep doing nothing
Too intoxicated to be scared
Better off without them
They're nothing but unstable
Bring ashtrays to the table
And that's about the only thing they share

I'm in their second hand smoke
Still just drinking canned coke
I don't need a xanny to feel better
One designated drives home
Only one who's not stoned
Don't give me a xanny now or ever

...

******* This Lyrics is NOT for Commercial use *******"
"4",4,"0S0KGZnfBGSIssfF54WSJh","you should see me in a crown","3XF5xLJHOQQRbWya6hBp7d",180952,2019,"62nd Annual GRAMMY Awards  (2019)","Album Of The Year","When We All Fall Asleep, Where Do We Go?","Billie Eilish","https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce","https://i.scdn.co/image/ab67616d00001e0250a3147b4edd7701a876c6ce","https://i.scdn.co/image/ab67616d0000485150a3147b4edd7701a876c6ce",4,"Bite my tongue, bide my time
Wearing a warning sign
Wait till the world is mine

Visions I vandalize
Cold in my kingdom size
Fell for these ocean eyes

You should see me in a crown
I'm gonna run this nothing town
Watch me make 'em bow
One by, one by one, one by, one by
You should see me in a crown
Your silence is my favorite sound
Watch me make 'em bow
One by, one by one, one by, one by one
...

******* This Lyrics is NOT for Commercial use *******"
"5",5,"0S0KGZnfBGSIssfF54WSJh","all the good girls go to hell","6IRdLKIyS4p7XNiP8r6rsx",168839,2019,"62nd Annual GRAMMY Awards  (2019)","Album Of The Year","When We All Fall Asleep, Where Do We Go?","Billie Eilish","https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce","https://i.scdn.co/image/ab67616d00001e0250a3147b4edd7701a876c6ce","https://i.scdn.co/image/ab67616d0000485150a3147b4edd7701a876c6ce",5,"My Lucifer is lonely

Standing there, killing time
Can't commit to anything but a crime
Peter's on vacation, an open invitation
Animals, evidence
Pearly Gates look more like a picket fence
Once you get inside 'em
Got friends but can't invite them

Hills burn in California
My turn to ignore ya
Don't say I didn't warn ya

All the good girls go to Hell
'Cause even God herself has enemies
...

******* This Lyrics is NOT for Commercial use *******"
"6",6,"0S0KGZnfBGSIssfF54WSJh","wish you were gay","3Fj47GNK2kUF0uaEDgXLaD",221543,2019,"62nd Annual GRAMMY Awards  (2019)","Album Of The Year","When We All Fall Asleep, Where Do We Go?","Billie Eilish","https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce","https://i.scdn.co/image/ab67616d00001e0250a3147b4edd7701a876c6ce","https://i.scdn.co/image/ab67616d0000485150a3147b4edd7701a876c6ce",6,"""Baby, I don't feel so good"", six words you never understood
""I'll never let you go"", five words you'll never say (aww)
I laugh along like nothing's wrong, four days has never felt so long
If three's a crowd and two was us, one slipped away (hahahahaha)

I just wanna make you feel okay
But all you do is look the other way
I can't tell you how much I wish I didn't wanna stay
I just kinda wish you were gay

Is there a reason we're not through?
Is there a 12-step just for you?
Our conversation's all in blue
...

******* This Lyrics is NOT for Commercial use *******"
"7",7,"0S0KGZnfBGSIssfF54WSJh","when the party's over","43zdsphuZLzwA9k4DJhU0I",196077,2019,"62nd Annual GRAMMY Awards  (2019)","Album Of The Year","When We All Fall Asleep, Where Do We Go?","Billie Eilish","https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce","https://i.scdn.co/image/ab67616d00001e0250a3147b4edd7701a876c6ce","https://i.scdn.co/image/ab67616d0000485150a3147b4edd7701a876c6ce",7,"Don't you know I'm no good for you?
I've learned to lose, you can't afford to
Tore my shirt to stop you bleeding
But nothin' ever stops you leaving

Quiet when I'm coming home
And I'm on my own
I could lie, say I like it like that, like it like that
I could lie, say I like it like that, like it like that

...

******* This Lyrics is NOT for Commercial use *******"
"8",8,"0S0KGZnfBGSIssfF54WSJh","8","6X29iaaazwho3ab7GNue5r",173201,2019,"62nd Annual GRAMMY Awards  (2019)","Album Of The Year","When We All Fall Asleep, Where Do We Go?","Billie Eilish","https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce","https://i.scdn.co/image/ab67616d00001e0250a3147b4edd7701a876c6ce","https://i.scdn.co/image/ab67616d0000485150a3147b4edd7701a876c6ce",8,"Wait a minute, let me finish
I know you don't care
But can you listen?
I came committed, guess I overdid it
Wore my heart out on a chain
Around my neck, but now it's missing, hmm

Da-da-da-da-da-da-da
Da-da-da-da-da-da-da

So I think I better go
I never really know how to please you
You're lookin' at me like I'm see-through
I guess I'm gonna go
...

******* This Lyrics is NOT for Commercial use *******"
"9",9,"0S0KGZnfBGSIssfF54WSJh","my strange addiction","3Tc57t9l2O8FwQZtQOvPXK",179889,2019,"62nd Annual GRAMMY Awards  (2019)","Album Of The Year","When We All Fall Asleep, Where Do We Go?","Billie Eilish","https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce","https://i.scdn.co/image/ab67616d00001e0250a3147b4edd7701a876c6ce","https://i.scdn.co/image/ab67616d0000485150a3147b4edd7701a876c6ce",9,"No Billie I haven't done that dance since my wife died
There's a whole crowd of people out there
Who need to learn how to do the Scarn

Don't ask questions you don't wanna know
Learned my lesson way too long ago
To be talkin' to you, Belladonna
Shoulda taken a break, not an oxford comma
Take what I want when I wanna
And I want ya

Bad, bad news
One of us is gonna lose
I'm the powder, you're the fuse
Just add some friction

You are my strange addiction
You are my strange addiction
My doctors can't explain
My symptoms or my pain
But you are my strange addiction

...

******* This Lyrics is NOT for Commercial use *******"
"10",10,"0S0KGZnfBGSIssfF54WSJh","bury a friend","4SSnFejRGlZikf02HLewEF",193143,2019,"62nd Annual GRAMMY Awards  (2019)","Album Of The Year","When We All Fall Asleep, Where Do We Go?","Billie Eilish","https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce","https://i.scdn.co/image/ab67616d00001e0250a3147b4edd7701a876c6ce","https://i.scdn.co/image/ab67616d0000485150a3147b4edd7701a876c6ce",10,"Billie...

What do you want from me?
Why don't you run from me?
What are you wondering?
What do you know?
Why aren't you scared of me?
Why do you care for me?
When we all fall asleep, where do we go?

Come here...

Say it, spit it out, what is it exactly?
You're payin'?
Is the amount cleanin' you out
Am I satisfactory?
Today, I'm thinkin' about
The things that are deadly
The way I'm drinkin' you down
Like I wanna drown, like I wanna end me

Step on the glass, staple your tongue (Ahh)
Bury a friend, try to wake up (Ahh-ha)
Cannibal class, killin' the son (Ahh)
Bury a friend, I wanna end me
...

******* This Lyrics is NOT for Commercial use *******"
"11",11,"0S0KGZnfBGSIssfF54WSJh","ilomilo","7qEKqBCD2vE5vIBsrUitpD",156370,2019,"62nd Annual GRAMMY Awards  (2019)","Album Of The Year","When We All Fall Asleep, Where Do We Go?","Billie Eilish","https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce","https://i.scdn.co/image/ab67616d00001e0250a3147b4edd7701a876c6ce","https://i.scdn.co/image/ab67616d0000485150a3147b4edd7701a876c6ce",11,"Told you not to worry
But maybe that's a lie
Honey, what's your hurry?
Won't you stay inside?
Remember not to get too close to stars
They're never gonna give you love like ours

Where did you go?
I should know, but it's cold
And I don't wanna be lonely
So show me the way home
I can't lose another life

Hurry, I'm worried
...

******* This Lyrics is NOT for Commercial use *******"
"12",12,"0S0KGZnfBGSIssfF54WSJh","listen before i go","0tMSssfxAL2oV8Vri0mFHE",242652,2019,"62nd Annual GRAMMY Awards  (2019)","Album Of The Year","When We All Fall Asleep, Where Do We Go?","Billie Eilish","https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce","https://i.scdn.co/image/ab67616d00001e0250a3147b4edd7701a876c6ce","https://i.scdn.co/image/ab67616d0000485150a3147b4edd7701a876c6ce",12,"Take me to the rooftop
I wanna see the world when I stop breathing
Turning blue
Tell me, love is endless, don't be so pretentious
Leave me, like you do (like you do)

If you need me
Wanna see me
Better hurry
'Cause I'm leaving soon

Sorry, can't save me now
Sorry, I don't know how
...

******* This Lyrics is NOT for Commercial use *******"
"13",13,"0S0KGZnfBGSIssfF54WSJh","i love you","6CcJMwBtXByIz4zQLzFkKc",291796,2019,"62nd Annual GRAMMY Awards  (2019)","Album Of The Year","When We All Fall Asleep, Where Do We Go?","Billie Eilish","https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce","https://i.scdn.co/image/ab67616d00001e0250a3147b4edd7701a876c6ce","https://i.scdn.co/image/ab67616d0000485150a3147b4edd7701a876c6ce",13,"It's not true
Tell me I've been lied to
Crying isn't like you
Ooh-ooh-ooh
What the hell did I do?
Never been the type to
Let someone see right through
Ooh-ooh-ooh

Maybe won't you take it back
Say you were tryna make me laugh
And nothing has to change today
You didn't mean to say ""I love you""
I love you and I don't want to
Ooh-ooh-ooh
...

******* This Lyrics is NOT for Commercial use *******"
"14",14,"0S0KGZnfBGSIssfF54WSJh","goodbye","3LgWsmilsrWXiPYQFRD0T7",119409,2019,"62nd Annual GRAMMY Awards  (2019)","Album Of The Year","When We All Fall Asleep, Where Do We Go?","Billie Eilish","https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce","https://i.scdn.co/image/ab67616d00001e0250a3147b4edd7701a876c6ce","https://i.scdn.co/image/ab67616d0000485150a3147b4edd7701a876c6ce",14,"Please, please
Don't leave me be

It's not true
Take me to the rooftop
...

******* This Lyrics is NOT for Commercial use *******"
"15",15,"7f6xPqyaolTiziKf5R5Z0c","Slow Burn","6ET9kf9riLETWs9lePUEAI",246133,2018,"61st Annual GRAMMY Awards  (2018)","Album Of The Year","Golden Hour","Kacey Musgraves","https://i.scdn.co/image/ab67616d0000b2732e35d25eb7288830d5540484","https://i.scdn.co/image/ab67616d00001e022e35d25eb7288830d5540484","https://i.scdn.co/image/ab67616d000048512e35d25eb7288830d5540484",15,"Born in a hurry, always late
Haven't been early since '88
Texas is hot, I can be cold
Grandma cried when I pierced my nose
Good in a glass, good on green
Good when you're puttin' your hands all over me

I'm alright with a slow burn
Takin' my time, let the world turn
I'm gonna do it my way, it'll be alright
...

******* This Lyrics is NOT for Commercial use *******"
"16",16,"7f6xPqyaolTiziKf5R5Z0c","Lonely Weekend","3420nZEhm99I1bLc6Yx4XH",226666,2018,"61st Annual GRAMMY Awards  (2018)","Album Of The Year","Golden Hour","Kacey Musgraves","https://i.scdn.co/image/ab67616d0000b2732e35d25eb7288830d5540484","https://i.scdn.co/image/ab67616d00001e022e35d25eb7288830d5540484","https://i.scdn.co/image/ab67616d000048512e35d25eb7288830d5540484",16,"It's a lo-, it's a lo-, it's a lonely weekend
It's a lo-, it's a lo-, it's a lonely feelin' without you
Monday, I was gone, and Tuesday, you were workin' late
Wednesday went to hell, then Thursday kinda had to wait, yeah
Friday, you were leavin', goin' out of town again
I should see what's goin' on, only got a couple friends
It's a lo-, it's a lo-, it's a lonely weekend
It's a lo-, it's a lo-, it's a lonely feelin' without you
Guess everybody else is out tonight
Guess I'm hangin' by myself, but I don't mind
...

******* This Lyrics is NOT for Commercial use *******"
"17",17,"7f6xPqyaolTiziKf5R5Z0c","Butterflies","30VHURM5NOfoZmqp2iKawS",219053,2018,"61st Annual GRAMMY Awards  (2018)","Album Of The Year","Golden Hour","Kacey Musgraves","https://i.scdn.co/image/ab67616d0000b2732e35d25eb7288830d5540484","https://i.scdn.co/image/ab67616d00001e022e35d25eb7288830d5540484","https://i.scdn.co/image/ab67616d000048512e35d25eb7288830d5540484",17,"I was just coastin', never really goin' anywhere
Caught up in a web, I was gettin' kind of used to stayin' there
And out of the blue
I fell for you

Now you're liftin' me up, 'stead of holdin' me down
Stealin' my heart, 'stead of stealin' my crown
Untangled all the strings, round my wings, that were tied
I didn't know him and I didn't know me
Cloud nine, was always out of reach
Now I remember what it feels like to fly
You give me butterflies
...

******* This Lyrics is NOT for Commercial use *******"
"18",18,"7f6xPqyaolTiziKf5R5Z0c","Oh, What A World","5ToJzoVfLYyF7ohMOBNObi",241466,2018,"61st Annual GRAMMY Awards  (2018)","Album Of The Year","Golden Hour","Kacey Musgraves","https://i.scdn.co/image/ab67616d0000b2732e35d25eb7288830d5540484","https://i.scdn.co/image/ab67616d00001e022e35d25eb7288830d5540484","https://i.scdn.co/image/ab67616d000048512e35d25eb7288830d5540484",18,"Oh, what a world, I don't wanna leave
There's all kinds of magic, it's hard to believe
Oh, what a world, I don't wanna leave
There's all kinds of magic, it's hard to believe

Northern lights in our skies
Plants that grow and open your mind
Things that swim with a neon glow
How we all got here, nobody knows

These are real things
These are real things

Oh, what a world, don't wanna leave
All kinds of magic all around us, it's hard to believe
Thank God it's not too good to be true
Oh, what a world, and then there is you
...

******* This Lyrics is NOT for Commercial use *******"
"19",19,"7f6xPqyaolTiziKf5R5Z0c","Mother","4FjkZp6GD6baaxqUYTqIJo",78186,2018,"61st Annual GRAMMY Awards  (2018)","Album Of The Year","Golden Hour","Kacey Musgraves","https://i.scdn.co/image/ab67616d0000b2732e35d25eb7288830d5540484","https://i.scdn.co/image/ab67616d00001e022e35d25eb7288830d5540484","https://i.scdn.co/image/ab67616d000048512e35d25eb7288830d5540484",19,"Bursting with empathy, I'm feeling everything
The weight of the world on my shoulders
Hope my tears don't freak you out
They're just kinda coming out
...

******* This Lyrics is NOT for Commercial use *******"
"20",20,"7f6xPqyaolTiziKf5R5Z0c","Love Is A Wild Thing","5F5lmpwXkxAJtvZqEguTRo",256146,2018,"61st Annual GRAMMY Awards  (2018)","Album Of The Year","Golden Hour","Kacey Musgraves","https://i.scdn.co/image/ab67616d0000b2732e35d25eb7288830d5540484","https://i.scdn.co/image/ab67616d00001e022e35d25eb7288830d5540484","https://i.scdn.co/image/ab67616d000048512e35d25eb7288830d5540484",20,"You can't find it sitting on a shelf in a store
If you try to hide it
It's gonna shine even more

Even if you lose it, it will find you
There's no way to stop it, but they'll try to

Running like a river trying to find the ocean
Flowers in the concrete
Climbing over fences, blooming in the shadows
Places that you can't see
Coming through the melody when the night bird sings
Love is a wild thing
...

******* This Lyrics is NOT for Commercial use *******"
"21",21,"7f6xPqyaolTiziKf5R5Z0c","Space Cowboy","5bum4HbCDFoB9wpsc0sQky",216280,2018,"61st Annual GRAMMY Awards  (2018)","Album Of The Year","Golden Hour","Kacey Musgraves","https://i.scdn.co/image/ab67616d0000b2732e35d25eb7288830d5540484","https://i.scdn.co/image/ab67616d00001e022e35d25eb7288830d5540484","https://i.scdn.co/image/ab67616d000048512e35d25eb7288830d5540484",21,"You look out the window
While I look at you
Sayin' I don't know
Would be like sayin' that the sky ain't blue
And boots weren't made for sittin' by the door
Since you don't wanna stay anymore

You can have your space, cowboy
I ain't gonna fence you in
Go on ride away, in your Silverado
Guess I'll see you 'round again
I know my place, and it ain't with you

Sunsets fade, and love does too
Yeah, we had our day in the sun
When a horse wants to run, there ain't no sense in closin' the gate
...

******* This Lyrics is NOT for Commercial use *******"
"22",22,"7f6xPqyaolTiziKf5R5Z0c","Happy & Sad","04MoJkJzCoU9ukeewv5Vzu",243186,2018,"61st Annual GRAMMY Awards  (2018)","Album Of The Year","Golden Hour","Kacey Musgraves","https://i.scdn.co/image/ab67616d0000b2732e35d25eb7288830d5540484","https://i.scdn.co/image/ab67616d00001e022e35d25eb7288830d5540484","https://i.scdn.co/image/ab67616d000048512e35d25eb7288830d5540484",22,"It's not you
It's the glow of the party
The way that you've got me
Lit up inside
It's the song that they're playin'
The words that you're sayin'
It's never felt so right

And I'm the kind of person
Who starts getting kinda nervous
When I'm having the time of my life

Is there a word for the way that I'm feeling tonight?
Happy and sad at the same time
You got me smiling with tears in my eyes
I never felt so high
No, I've never been this far off of the ground
And they say everything that goes up must come down
...

******* This Lyrics is NOT for Commercial use *******"
"23",23,"7f6xPqyaolTiziKf5R5Z0c","Velvet Elvis","65krgqLiZqW12PZAUQ9l2x",154386,2018,"61st Annual GRAMMY Awards  (2018)","Album Of The Year","Golden Hour","Kacey Musgraves","https://i.scdn.co/image/ab67616d0000b2732e35d25eb7288830d5540484","https://i.scdn.co/image/ab67616d00001e022e35d25eb7288830d5540484","https://i.scdn.co/image/ab67616d000048512e35d25eb7288830d5540484",23,"All I ever wanted was something classic
The kind love song that goes on 'til the end of time
All I ever wanted was a little magic
With a good laugh, jet-black sparkle in his eyes

You're my velvet Elvis
I ain't never gonna take you down
Making everybody jealous
When they step into my house
Soft to the touch, feels like love
Knew it as soon as I felt it
You're my velvet Elvis, baby

...

******* This Lyrics is NOT for Commercial use *******"
"24",24,"7f6xPqyaolTiziKf5R5Z0c","Wonder Woman","38UCGIpo273uGgdBXbi992",240426,2018,"61st Annual GRAMMY Awards  (2018)","Album Of The Year","Golden Hour","Kacey Musgraves","https://i.scdn.co/image/ab67616d0000b2732e35d25eb7288830d5540484","https://i.scdn.co/image/ab67616d00001e022e35d25eb7288830d5540484","https://i.scdn.co/image/ab67616d000048512e35d25eb7288830d5540484",24,"I like where this is going, and you like it, too
We rarely never ever don't see eye to eye
We're going to

I can show you strong, I can fight for you
I can try to move mountains if you want me to

But, baby, I ain't Wonder Woman
I don't know how to lasso the love out of you
Don't you know I'm only human?
And if I let you down, I don't mean to

All I need's a place to land
I don't need a Superman to win my lovin'
...

******* This Lyrics is NOT for Commercial use *******"
"25",25,"7f6xPqyaolTiziKf5R5Z0c","High Horse","2U2Z1IXnmJIvlknWizFykZ",213693,2018,"61st Annual GRAMMY Awards  (2018)","Album Of The Year","Golden Hour","Kacey Musgraves","https://i.scdn.co/image/ab67616d0000b2732e35d25eb7288830d5540484","https://i.scdn.co/image/ab67616d00001e022e35d25eb7288830d5540484","https://i.scdn.co/image/ab67616d000048512e35d25eb7288830d5540484",25,"Oh I bet you think you're John Wayne
Showing up and shooting down everybody
You're classic in the wrong way
And we all know that you know the story
Cause everyone knows someone who kills the buzz
Everytime they open up their mouth
Yeah everyone knows someone who knows someone
Who thinks they're cooler than everybody else

And I think we've seen enough, seen enough
To know that you ain't ever gonna come down
So why don't you giddy up, giddy up
And ride straight out of this town
You and your high horse
You and your high horse
...

******* This Lyrics is NOT for Commercial use *******"
"26",26,"7f6xPqyaolTiziKf5R5Z0c","Golden Hour","0pMfPzdRiPAoSM9yWF4OcT",198453,2018,"61st Annual GRAMMY Awards  (2018)","Album Of The Year","Golden Hour","Kacey Musgraves","https://i.scdn.co/image/ab67616d0000b2732e35d25eb7288830d5540484","https://i.scdn.co/image/ab67616d00001e022e35d25eb7288830d5540484","https://i.scdn.co/image/ab67616d000048512e35d25eb7288830d5540484",26,"All that I know is you caught me at the right time
Keep me in your glow
'Cause I'm havin' such a good time with you
Baby, don't you know
That you're my golden hour, the color of my sky
You set my world on fire
And I know, I know everything's gonna be alright
I used to get sad and lonely when the sun went down
...

******* This Lyrics is NOT for Commercial use *******"
"27",27,"7f6xPqyaolTiziKf5R5Z0c","Rainbow","79qxwHypONUt3AFq0WPpT9",214293,2018,"61st Annual GRAMMY Awards  (2018)","Album Of The Year","Golden Hour","Kacey Musgraves","https://i.scdn.co/image/ab67616d0000b2732e35d25eb7288830d5540484","https://i.scdn.co/image/ab67616d00001e022e35d25eb7288830d5540484","https://i.scdn.co/image/ab67616d000048512e35d25eb7288830d5540484",27,"When it rains, it pours
But you didn't even notice it ain't rainin' anymore
It's hard to breathe when all you know is
The struggle of stayin' above the risin' water line

Well the sky has finally opened
The rain and wind stopped blowin'
But you're stuck out in the same ol' storm again
You hold tight to your umbrella
Well, darlin', I'm just tryin' to tell ya
That there's always been a rainbow hangin' over your head

...

******* This Lyrics is NOT for Commercial use *******"
"28",28,"4PgleR09JVnm3zY1fW3XBA","24K Magic","6b8Be6ljOzmkOmFslEb23P",225983,2017,"60th Annual GRAMMY Awards  (2017)","Album Of The Year","24K Magic","Bruno Mars","https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5","https://i.scdn.co/image/ab67616d00001e02232711f7d66a1e19e89e28c5","https://i.scdn.co/image/ab67616d00004851232711f7d66a1e19e89e28c5",28,"Tonight
I just want to take you higher
Throw your hands up in the sky
Let's set this party off right

Players, put your pinky rings up to the moon
Girls, what y'all trying to do?
24 karat magic in the air
Head to toe so player
Uh, look out!

Pop pop, it's show time (show time)
Show time (show time)
Guess who's back again?
Oh they don't know? (Go on tell 'em)
Oh they don't know? (Go on tell 'em)
I bet they know soon as we walk in (showin' up)
Wearing Cuban links (yeah)
Designer minks (yeah)
Inglewood's finest shoes (whoop, whoop)
Don't look too hard
Might hurt yourself
Known to give the colour red the blues

Ooh shit, I'm a dangerous man with some money in my pocket
(Keep up)
So many pretty girls around me and they waking up the rocket
(Keep up)
Why you mad? Fix your face
Ain't my fault that y'all be jocking
(Keep up)

...

******* This Lyrics is NOT for Commercial use *******"
"29",29,"4PgleR09JVnm3zY1fW3XBA","Chunky","0mBKv9DkYfQHjdMcw2jdyI",186973,2017,"60th Annual GRAMMY Awards  (2017)","Album Of The Year","24K Magic","Bruno Mars","https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5","https://i.scdn.co/image/ab67616d00001e02232711f7d66a1e19e89e28c5","https://i.scdn.co/image/ab67616d00004851232711f7d66a1e19e89e28c5",29,"She got to shake her little something
(Shake her little something)
Throwing that thing from left, right, side to side
She got to have her own money
(She got her own money)
Shout out to the girls that pay they rent on time

If you ain't here to party, take your ass back home
If you getting naughty, baby, here's my phone
Slide with your boy to the bar
Slide with your boy to the car
I've been searching everywhere and now here you are

Chunky
Looking for them girls with the big old hoops
That drop it down in daisy dukes
(I wanna get down)
Yeah, I am the one, so I'm trying to recruit
I'm looking at you
Yeah, you baby

...

******* This Lyrics is NOT for Commercial use *******"
"30",30,"4PgleR09JVnm3zY1fW3XBA","Perm","1I6pKIyaBp4OebTGLJpCCC",210053,2017,"60th Annual GRAMMY Awards  (2017)","Album Of The Year","24K Magic","Bruno Mars","https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5","https://i.scdn.co/image/ab67616d00001e02232711f7d66a1e19e89e28c5","https://i.scdn.co/image/ab67616d00004851232711f7d66a1e19e89e28c5",30,"Now look at you, been walking in here looking all pretty and angry
And mean and good
Now I know you didn't get your hair done so you could just sit down and just sit still
Aye, we tryna have a good time tonight, let's go over here!
Let's go over here!)

It's my birthday
No it's not
But I still look good though
High comb hot
I bet you want an autograph
For you and your friends
Gotta do it in the penthouse
That's where I keep my pen

What you can't dance? Ain't got rhythm?
What you got a man? I don't see you with him
Put your phone down, let's get it
Forget your Instagram and your Twitter
Got me like woah, wait a minute
You need to take a minute
Loosen them shoulders up
Pour it up, let's work

Throw some perm on your attitude
Girl you gotta relax, ooh
Let me show you what you got to do
You gotta lay it back
Matter of fact? Band, show her how to lay it back!
Show her how to lay it back
...

******* This Lyrics is NOT for Commercial use *******"
"31",31,"4PgleR09JVnm3zY1fW3XBA","That's What I Like","0KKkJNfGyhkQ5aFogxQAPU",206693,2017,"60th Annual GRAMMY Awards  (2017)","Album Of The Year","24K Magic","Bruno Mars","https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5","https://i.scdn.co/image/ab67616d00001e02232711f7d66a1e19e89e28c5","https://i.scdn.co/image/ab67616d00004851232711f7d66a1e19e89e28c5",31,"Hey, hey, hey
I got a condo in Manhattan
Baby girl, what's happenin'?
You and your ass invited
So gon' and get to clappin'
Yo' pop it for a player
Pop, pop it for me
Turn around and drop it for a player
Drop, drop it for me

I'll rent a beach house in Miami (-ami)
Wake up with no jammies (Nope)
Lobster tail for dinner
Julio serve that scampi (Julio!)
You got it if you want it
Got, got it if you want it
Said you got it if you want it
Take my wallet if you want it now

Jump in the Cadillac, girl, let's put some miles on it
Anything you want, just to put a smile on it
You deserve it baby, you deserve it all
And I'm gonna give it to you

Gold jewelry shining so bright
Strawberry champagne on ice
Lucky for you, that's what I like, that's what I like
...

******* This Lyrics is NOT for Commercial use *******"
"32",32,"4PgleR09JVnm3zY1fW3XBA","Versace on the Floor","0kN8xEmgMW9mh7UmDYHlJP",261240,2017,"60th Annual GRAMMY Awards  (2017)","Album Of The Year","24K Magic","Bruno Mars","https://i.scdn.co/image/ab67616d0000b273232711f7d66a1e19e89e28c5","https://i.scdn.co/image/ab67616d00001e02232711f7d66a1e19e89e28c5","https://i.scdn.co/image/ab67616d00004851232711f7d66a1e19e89e28c5",32,"Let's take our time tonight, girl
Above us all the stars are watchin'
There's no place I'd rather be in this world
Your eyes are where I'm lost in
Underneath the chandelier
We're dancin' all alone
There's no reason to hide
What we're feelin' inside
Right now

So baby let's just turn down the lights
And close the door
Oooh I love that dress
But you won't need it anymore
No you won't need it no more
Let's just kiss 'til we're naked, baby

Versace on the floor
Oooh take it off for me, for me, for me, for me now, girl
Versace on the floor
Oooh take it off for me, for me, for me, for me now, girl
...

******* This Lyrics is NOT for Commercial use *******"
